InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineValue,IsCancellation,IsReturn,IsGiveaway,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceHour,InvoiceWeekday,InvoiceQuarter,Quantity_scaled,UnitPrice_scaled,LineValue_scaled
490394,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,12,2009-12-05 16:01:00,4.95,17850.0,United Kingdom,59.4,False,False,False,2009,12,5,16,5,4,0.044697030835814805,-0.0038054075084466284,0.30328659522502927
490395,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,2009-12-06 10:16:00,1.25,13813.0,Germany,30.0,False,False,False,2009,12,6,10,6,4,0.2480066726787098,-0.0348020905448941,0.0866325104378439
490395,21671,RED SPOT CERAMIC DRAWER KNOB,12,2009-12-06 10:16:00,1.25,13813.0,Germany,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490395,21658,GLASS BEURRE DISH,8,2009-12-06 10:16:00,3.95,13813.0,Germany,31.6,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,-0.012182889410189189,0.09842320892966351
490395,22180,RETRO SPOT LAMP,2,2009-12-06 10:16:00,9.95,13813.0,Germany,19.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.03808200200026616,0.012203726208232585
490395,22253,6 CROCHET STRAWBERRIES,36,2009-12-06 10:16:00,1.25,13813.0,Germany,45.0,False,False,False,2009,12,6,10,6,4,0.45131631452160476,-0.0348020905448941,0.19717030879865274
490395,22348,TEA BAG PLATE RED SPOTTY,12,2009-12-06 10:16:00,0.85,13813.0,Germany,10.2,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
490395,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,6,2009-12-06 10:16:00,2.55,13813.0,Germany,15.3,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.023911364072628775,-0.021694531955748782
490395,21121,SET/10 RED SPOTTY PARTY CANDLES,24,2009-12-06 10:16:00,1.25,13813.0,Germany,30.0,False,False,False,2009,12,6,10,6,4,0.2480066726787098,-0.0348020905448941,0.0866325104378439
490395,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-06 10:16:00,0.55,13813.0,Germany,13.2,False,False,False,2009,12,6,10,6,4,0.2480066726787098,-0.04066632787611389,-0.037169823726262034
490395,21238,RED SPOTTY CUP,8,2009-12-06 10:16:00,0.85,13813.0,Germany,6.8,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,-0.038153083305591126,-0.08433261769354047
490395,22139,RETRO SPOT TEA SET CERAMIC 11 PC,3,2009-12-06 10:16:00,4.95,13813.0,Germany,14.85,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
490395,22352,LUNCHBOX WITH CUTLERY RETROSPOT,6,2009-12-06 10:16:00,2.55,13813.0,Germany,15.3,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.023911364072628775,-0.021694531955748782
490395,POST,POSTAGE,2,2009-12-06 10:16:00,18.0,13813.0,Germany,36.0,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.10552073130929376,0.13084762978216744
490396,21467,CHERRY CROCHET FOOD COVER,6,2009-12-06 10:26:00,3.75,13589.0,United Kingdom,22.5,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.013858385790537702,0.031363611257439465
490396,85067,CREAM SWEETHEART WALL CABINET,1,2009-12-06 10:26:00,18.95,13589.0,United Kingdom,18.95,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.1134793391159492,0.005202998978714696
490396,85065,CREAM SWEETHEART TRAYS,1,2009-12-06 10:26:00,12.75,13589.0,United Kingdom,12.75,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.061538951325145336,-0.04048595767708629
490396,21667,GLASS CAKE COVER AND PLATE,1,2009-12-06 10:26:00,16.95,13589.0,United Kingdom,16.95,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.09672437531246408,-0.009535374136059819
490396,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2009-12-06 10:26:00,8.5,13589.0,United Kingdom,17.0,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.025934653242739455,-0.00916691480819045
490396,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-06 10:26:00,4.95,13589.0,United Kingdom,14.85,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
490396,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2009-12-06 10:26:00,3.75,13589.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,-0.013858385790537702,-0.023905287922964966
490396,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2009-12-06 10:26:00,0.95,13589.0,United Kingdom,11.4,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.03731533511541687,-0.05043435952955909
490396,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2009-12-06 10:26:00,2.55,13589.0,United Kingdom,15.3,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.023911364072628775,-0.021694531955748782
490396,21621,VINTAGE UNION JACK BUNTING,2,2009-12-06 10:26:00,8.5,13589.0,United Kingdom,17.0,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.025934653242739455,-0.00916691480819045
490396,85099B,JUMBO BAG RED WHITE SPOTTY,10,2009-12-06 10:26:00,1.95,13589.0,United Kingdom,19.5,False,False,False,2009,12,6,10,6,4,0.010812090528665639,-0.028937853213674307,0.009256051585277692
490396,20871,OPULENT VELVET SET/3 CANDLES,12,2009-12-06 10:26:00,2.1,13589.0,United Kingdom,25.2,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.027681230928412924,0.05126041496238505
490396,21078,SET/20 STRAWBERRY PAPER NAPKINS,12,2009-12-06 10:26:00,0.85,13589.0,United Kingdom,10.2,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
490396,37449,CERAMIC CAKE STAND + HANGING CAKES,4,2009-12-06 10:26:00,9.95,13589.0,United Kingdom,39.8,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,0.03808200200026616,0.158850538700239
490396,21331,MOROCCAN BEATEN METAL DISH LARGE,1,2009-12-06 10:26:00,12.75,13589.0,United Kingdom,12.75,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.061538951325145336,-0.04048595767708629
490397,22212,FOUR HOOK WHITE LOVEBIRDS,6,2009-12-06 10:30:00,2.1,12417.0,Belgium,12.6,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.027681230928412924,-0.04159133566069438
490397,79000,MOROCCAN TEA GLASS,12,2009-12-06 10:30:00,0.85,12417.0,Belgium,10.2,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
490397,20685,RED SPOTTY COIR DOORMAT,2,2009-12-06 10:30:00,6.75,12417.0,Belgium,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490397,82600,NO SINGING METAL SIGN,12,2009-12-06 10:30:00,2.1,12417.0,Belgium,25.2,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.027681230928412924,0.05126041496238505
490397,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2009-12-06 10:30:00,1.25,12417.0,Belgium,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490397,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2009-12-06 10:30:00,1.25,12417.0,Belgium,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490397,22348,TEA BAG PLATE RED SPOTTY,12,2009-12-06 10:30:00,0.85,12417.0,Belgium,10.2,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
490397,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-06 10:30:00,0.55,12417.0,Belgium,13.2,False,False,False,2009,12,6,10,6,4,0.2480066726787098,-0.04066632787611389,-0.037169823726262034
490397,21527,RETRO SPOT TRADITIONAL TEAPOT,2,2009-12-06 10:30:00,7.95,12417.0,Belgium,15.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.02132703819678105,-0.01727302002131643
490397,21844,RETRO SPOT MUG,6,2009-12-06 10:30:00,2.95,12417.0,Belgium,17.7,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
490397,22071,SMALL RETRO SPOT MUG IN BOX WHITE,6,2009-12-06 10:30:00,3.75,12417.0,Belgium,22.5,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.013858385790537702,0.031363611257439465
490397,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2009-12-06 10:30:00,3.75,12417.0,Belgium,15.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,-0.013858385790537702,-0.023905287922964966
490397,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2009-12-06 10:30:00,3.95,12417.0,Belgium,31.6,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,-0.012182889410189189,0.09842320892966351
490397,22232,JIGSAW TOADSTOOLS 3 PIECE,8,2009-12-06 10:30:00,1.65,12417.0,Belgium,13.2,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,-0.03145109778419708,-0.037169823726262034
490397,21935,SUKI SHOULDER BAG,10,2009-12-06 10:30:00,1.65,12417.0,Belgium,16.5,False,False,False,2009,12,6,10,6,4,0.010812090528665639,-0.03145109778419708,-0.012851508086884079
490397,85063,CREAM SWEETHEART MAGAZINE RACK,1,2009-12-06 10:30:00,16.95,12417.0,Belgium,16.95,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.09672437531246408,-0.009535374136059819
490397,22323,PINK POLKADOT KIDS BAG,3,2009-12-06 10:30:00,4.95,12417.0,Belgium,14.85,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
490397,POST,POSTAGE,2,2009-12-06 10:30:00,15.0,12417.0,Belgium,30.0,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.08038828560406609,0.0866325104378439
490398,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,5,2009-12-06 10:37:00,5.95,17920.0,United Kingdom,29.75,False,False,False,2009,12,6,10,6,4,-0.07390026023920727,0.004572074393295931,0.08479021379849708
490398,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,7,2009-12-06 10:37:00,2.55,17920.0,United Kingdom,17.85,False,False,False,2009,12,6,10,6,4,-0.040015319932058105,-0.023911364072628775,-0.0029031062344112716
490398,16169C,WRAP BLUE REINDEER,25,2009-12-06 10:37:00,0.42,17920.0,United Kingdom,10.5,False,False,False,2009,12,6,10,6,4,0.2649491428322844,-0.041755400523340425,-0.05706662743120762
490398,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2009-12-06 10:37:00,3.39,17920.0,United Kingdom,81.36,False,False,False,2009,12,6,10,6,4,0.2480066726787098,-0.01687427927516502,0.4651139320252534
490398,37446,MINI CAKE STAND WITH HANGING CAKES,6,2009-12-06 10:37:00,1.45,17920.0,United Kingdom,8.7,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.03312659416454559,-0.0703311632345047
490398,20987,GEISHA GIRL CHOPSTICKS SET/5,5,2009-12-06 10:37:00,1.95,17920.0,United Kingdom,9.75,False,False,False,2009,12,6,10,6,4,-0.07390026023920727,-0.028937853213674307,-0.06259351734924806
490398,20990,SPRING FLOWER CHOPSTICKS SET/5,5,2009-12-06 10:37:00,1.95,17920.0,United Kingdom,9.75,False,False,False,2009,12,6,10,6,4,-0.07390026023920727,-0.028937853213674307,-0.06259351734924806
490398,20725,LUNCH BAG RED SPOTTY,10,2009-12-06 10:37:00,1.65,17920.0,United Kingdom,16.5,False,False,False,2009,12,6,10,6,4,0.010812090528665639,-0.03145109778419708,-0.012851508086884079
490398,22194,BLACK DINER WALL CLOCK,1,2009-12-06 10:37:00,8.5,17920.0,United Kingdom,8.5,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.025934653242739455,-0.07180500054598214
490398,22192,BLUE DINER WALL CLOCK,1,2009-12-06 10:37:00,8.5,17920.0,United Kingdom,8.5,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.025934653242739455,-0.07180500054598214
490398,22193,RED DINER WALL CLOCK,2,2009-12-06 10:37:00,8.5,17920.0,United Kingdom,17.0,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.025934653242739455,-0.00916691480819045
490398,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2009-12-06 10:37:00,1.25,17920.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490398,21558,SKULL LUNCHBOX WITH CUTLERY,6,2009-12-06 10:37:00,2.55,17920.0,United Kingdom,15.3,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.023911364072628775,-0.021694531955748782
490398,84937,KASHMIR FOLKART TUMBLERS,30,2009-12-06 10:37:00,2.1,17920.0,United Kingdom,63.0,False,False,False,2009,12,6,10,6,4,0.34966149360015725,-0.027681230928412924,0.32981566683162333
490398,75149N,STRING CRYSTALS NATURAL,12,2009-12-06 10:37:00,1.25,17920.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490398,75049L,LARGE CIRCULAR MIRROR MOBILE,6,2009-12-06 10:37:00,1.25,17920.0,United Kingdom,7.5,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.0348020905448941,-0.07917418710336939
490398,85174,S/4 CACTI CANDLES,1,2009-12-06 10:37:00,4.95,17920.0,United Kingdom,4.95,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,-0.0038054075084466284,-0.09796561282470691
490398,37450,CERAMIC CAKE BOWL + HANGING CAKES,3,2009-12-06 10:37:00,2.95,17920.0,United Kingdom,8.85,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.02056037131193175,-0.0692257852508966
490398,22142,CHRISTMAS CRAFT WHITE FAIRY,2,2009-12-06 10:37:00,1.45,17920.0,United Kingdom,2.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.03312659416454559,-0.11307244526735077
490398,47566,PARTY BUNTING,6,2009-12-06 10:37:00,4.65,17920.0,United Kingdom,27.9,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.0063186520789693945,0.07115721866733064
490398,47566B,TEA TIME PARTY BUNTING,5,2009-12-06 10:37:00,4.65,17920.0,United Kingdom,23.25,False,False,False,2009,12,6,10,6,4,-0.07390026023920727,-0.0063186520789693945,0.03689050117547991
490398,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",2,2009-12-06 10:37:00,4.95,17920.0,United Kingdom,9.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.0038054075084466284,-0.061488139365639974
490398,79323W,WHITE CHERRY LIGHTS,4,2009-12-06 10:37:00,6.75,17920.0,United Kingdom,27.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,0.011274059914689978,0.06452495076568213
490398,79323P,PINK CHERRY LIGHTS,2,2009-12-06 10:37:00,6.75,17920.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490398,79323LP,LIGHT PINK CHERRY LIGHTS,4,2009-12-06 10:37:00,6.75,17920.0,United Kingdom,27.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,0.011274059914689978,0.06452495076568213
490398,21931,JUMBO STORAGE BAG SUKI,10,2009-12-06 10:37:00,1.95,17920.0,United Kingdom,19.5,False,False,False,2009,12,6,10,6,4,0.010812090528665639,-0.028937853213674307,0.009256051585277692
490398,21930,JUMBO STORAGE BAG SKULLS,10,2009-12-06 10:37:00,1.95,17920.0,United Kingdom,19.5,False,False,False,2009,12,6,10,6,4,0.010812090528665639,-0.028937853213674307,0.009256051585277692
490398,21935,SUKI SHOULDER BAG,20,2009-12-06 10:37:00,1.65,17920.0,United Kingdom,33.0,False,False,False,2009,12,6,10,6,4,0.18023679206441146,-0.03145109778419708,0.10874007011000567
490398,21934,SKULL SHOULDER BAG,10,2009-12-06 10:37:00,1.65,17920.0,United Kingdom,16.5,False,False,False,2009,12,6,10,6,4,0.010812090528665639,-0.03145109778419708,-0.012851508086884079
490399,48197,DOOR MAT BIRD ON THE WIRE,2,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490399,48187,DOOR MAT NEW ENGLAND,4,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,27.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,0.011274059914689978,0.06452495076568213
490399,20685,RED SPOTTY COIR DOORMAT,6,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,40.5,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,0.011274059914689978,0.1640089692904101
490399,48129,DOOR MAT TOPIARY,2,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490399,48188,DOOR MAT WELCOME PUPPIES,4,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,27.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,0.011274059914689978,0.06452495076568213
490399,84836,ZINC METAL HEART DECORATION,12,2009-12-06 10:38:00,1.25,12975.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490399,20828,GLITTER BUTTERFLY CLIPS,6,2009-12-06 10:38:00,2.55,12975.0,United Kingdom,15.3,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.023911364072628775,-0.021694531955748782
490399,20829,GLITTER HANGING BUTTERFLY STRING,8,2009-12-06 10:38:00,2.1,12975.0,United Kingdom,16.8,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,-0.027681230928412924,-0.010640752119667897
490399,85129D,BEADED CRYSTAL HEART PINK SMALL,12,2009-12-06 10:38:00,1.25,12975.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490399,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-06 10:38:00,1.95,12975.0,United Kingdom,15.6,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,-0.028937853213674307,-0.01948377598853261
490399,20783,HEART EAR MUFF HEADPHONES,2,2009-12-06 10:38:00,5.49,12975.0,United Kingdom,10.98,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.0007184327184943538,-0.05352941788366174
490399,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2009-12-06 10:38:00,5.45,12975.0,United Kingdom,16.35,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,0.0003833334424246512,-0.013956886070492157
490399,79323S,SILVER CHERRY LIGHTS,4,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,27.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,0.011274059914689978,0.06452495076568213
490399,79342B,BROWN FLOWER LIGHTS,8,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,54.0,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,0.011274059914689978,0.263492987815138
490399,85180A,RED HEARTS LIGHT CHAIN,3,2009-12-06 10:38:00,4.65,12975.0,United Kingdom,13.95,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.0063186520789693945,-0.03164293380822159
490399,79320,FLAMINGO LIGHTS,4,2009-12-06 10:38:00,4.95,12975.0,United Kingdom,19.8,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,-0.0038054075084466284,0.011466807552493874
490399,21477,STRING OF 20 ROSE LIGHTS,1,2009-12-06 10:38:00,12.75,12975.0,United Kingdom,12.75,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,0.061538951325145336,-0.04048595767708629
490399,37370,RETRO COFFEE MUGS ASSORTED,12,2009-12-06 10:38:00,1.25,12975.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
490399,21624,VINTAGE UNION JACK DOORSTOP,3,2009-12-06 10:38:00,5.95,12975.0,United Kingdom,17.85,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,0.004572074393295931,-0.0029031062344112716
490399,21955,UNION JACK GUNS & ROSES DOORMAT,2,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490399,84279P,CHERRY BLOSSOM DECORATIVE FLASK,4,2009-12-06 10:38:00,3.75,12975.0,United Kingdom,15.0,False,False,False,2009,12,6,10,6,4,-0.09084273039278185,-0.013858385790537702,-0.023905287922964966
490399,21407,BROWN CHECK CAT DOORSTOP,3,2009-12-06 10:38:00,4.25,12975.0,United Kingdom,12.75,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.009669644839666421,-0.04048595767708629
490399,21115,ROSE CARAVAN DOORSTOP,2,2009-12-06 10:38:00,6.75,12975.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,90209C,PINK ENAMEL+GLASS HAIR COMB,6,2009-12-06 10:41:00,2.1,16104.0,United Kingdom,12.6,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.027681230928412924,-0.04159133566069438
490400,90003D,CRYSTAL PAIR HEART HAIR SLIDES,3,2009-12-06 10:41:00,3.75,16104.0,United Kingdom,11.25,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.013858385790537702,-0.05153973751316718
490400,90185B,AMETHYST DIAMANTE EXPANDABLE RING,2,2009-12-06 10:41:00,4.25,16104.0,United Kingdom,8.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.009669644839666421,-0.07180500054598214
490400,90185C,BLACK DIAMANTE EXPANDABLE RING,2,2009-12-06 10:41:00,4.25,16104.0,United Kingdom,8.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.009669644839666421,-0.07180500054598214
490400,90184A,AMBER CHUNKY BEAD BRACELET W STRAP,2,2009-12-06 10:41:00,8.95,16104.0,United Kingdom,17.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.0297045200985236,-0.0025346469065419294
490400,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,2,2009-12-06 10:41:00,8.95,16104.0,United Kingdom,17.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.0297045200985236,-0.0025346469065419294
490400,90062,CARNIVAL BRACELET,2,2009-12-06 10:41:00,12.75,16104.0,United Kingdom,25.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.061538951325145336,0.053471170929601235
490400,90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,2,2009-12-06 10:41:00,8.95,16104.0,United Kingdom,17.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.0297045200985236,-0.0025346469065419294
490400,21955,UNION JACK GUNS & ROSES DOORMAT,3,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,20.25,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,0.011274059914689978,0.014782941503318135
490400,48188,DOOR MAT WELCOME PUPPIES,2,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,48187,DOOR MAT NEW ENGLAND,2,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,48179,DOOR MAT SWEET HOME,2,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,79323W,WHITE CHERRY LIGHTS,9,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,60.75,False,False,False,2009,12,6,10,6,4,-0.006130379624908942,0.011274059914689978,0.313234997077502
490400,22117,METAL SIGN HER DINNER IS SERVED,2,2009-12-06 10:41:00,2.95,16104.0,United Kingdom,5.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.02056037131193175,-0.090964885595189
490400,22116,METAL SIGN HIS DINNER IS SERVED,2,2009-12-06 10:41:00,2.95,16104.0,United Kingdom,5.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.02056037131193175,-0.090964885595189
490400,21770,OPEN CLOSED METAL SIGN,3,2009-12-06 10:41:00,4.95,16104.0,United Kingdom,14.85,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
490400,79323LP,LIGHT PINK CHERRY LIGHTS,8,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,54.0,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,0.011274059914689978,0.263492987815138
490400,79323P,PINK CHERRY LIGHTS,8,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,54.0,False,False,False,2009,12,6,10,6,4,-0.023072849778483524,0.011274059914689978,0.263492987815138
490400,21171,BATHROOM METAL SIGN,6,2009-12-06 10:41:00,1.45,16104.0,United Kingdom,8.7,False,False,False,2009,12,6,10,6,4,-0.05695779008563269,-0.03312659416454559,-0.0703311632345047
490400,79341,WILLOW BRANCH LIGHTS.,2,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,79323B,BLACK CHERRY LIGHTS,2,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,13.5,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
490400,79323G,GOLD CHERRY LIGHTS,3,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,20.25,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,0.011274059914689978,0.014782941503318135
490400,79323S,SILVER CHERRY LIGHTS,3,2009-12-06 10:41:00,6.75,16104.0,United Kingdom,20.25,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,0.011274059914689978,0.014782941503318135
490400,72801F,S/4 FESTIVE RED DINNER CANDLES,3,2009-12-06 10:41:00,1.25,16104.0,United Kingdom,3.75,False,False,False,2009,12,6,10,6,4,-0.10778520054635643,-0.0348020905448941,-0.1068086366935716
490400,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,2,2009-12-06 10:41:00,2.95,16104.0,United Kingdom,5.9,False,False,False,2009,12,6,10,6,4,-0.12472767069993101,-0.02056037131193175,-0.090964885595189
490400,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,1,2009-12-06 10:41:00,2.95,16104.0,United Kingdom,2.95,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,-0.02056037131193175,-0.11270398593948142
490400,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1,2009-12-06 10:41:00,2.95,16104.0,United Kingdom,2.95,False,False,False,2009,12,6,10,6,4,-0.1416701408535056,-0.02056037131193175,-0.11270398593948142
